Tree ID,Longitude,Latitude,Common Name,Condition Class / Infestation Pattern,List of Trees on  residential property,BTM positive trees self reported  on residential property,BTM positive Tree Species on property,Dbh 1. inches,Dbh 2,Dbh 3,Dbh 4,Dbh 5,Dbh 6,Number Observed BTM Nests,Entry Source,BTM (Y/N),Interest in Help,Tree Type,Distance to Water,Proposed Treatment Type (Insert/Injection; Manual Removal; Organic Spray),"Treatm.  Priority (1: High, 2: Med, 3: Low)",Geopoint
150,-69.633022034,44.546161327,Honeylocust-Thornless Common,Good,N/A,N/A,0,21,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.633022034 44.546161327)
183,-69.647396068,44.564220831,Honeylocust-Thornless Common,Good,N/A,N/A,0,21,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.647396068 44.564220831)
131,-69.633159784,44.55124643,Honeylocust-Thornless Common,Good,N/A,N/A,0,25,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.633159784 44.55124643)
82,-69.627498037,44.552639399,Honeylocust-Thornless Common,Fair,N/A,N/A,0,3,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,25-250,None,4,POINT(-69.627498037 44.552639399)
83,-69.627505921,44.552563987,Honeylocust-Thornless Common,Good,N/A,N/A,0,3,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,25-250,None,4,POINT(-69.627505921 44.552563987)
84,-69.627522603,44.552472965,Honeylocust-Thornless Common,Good,N/A,N/A,0,3,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,25-250,None,4,POINT(-69.627522603 44.552472965)
85,-69.627465609,44.55239309,Honeylocust-Thornless Common,Good,N/A,N/A,0,3,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,25-250,None,4,POINT(-69.627465609 44.55239309)
86,-69.627386932,44.552341701,Honeylocust-Thornless Common,Fair,N/A,N/A,0,3,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,25-250,None,4,POINT(-69.627386932 44.552341701)
87,-69.627307704,44.552308109,Honeylocust-Thornless Common,Good,N/A,N/A,0,3,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,25-250,None,4,POINT(-69.627307704 44.552308109)
104,-69.629622923,44.549586746,Honeylocust-Thornless Common,Good,N/A,N/A,0,14,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,25-250,None,4,POINT(-69.629622923 44.549586746)
187,-69.648363313,44.565019435,Honeylocust-Thornless Common,Good,N/A,N/A,0,14,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,25-250,None,4,POINT(-69.648363313 44.565019435)
132,-69.633150233,44.551122728,Horsechestnut-Common,Fair,N/A,N/A,0,19,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.633150233 44.551122728)
128,-69.633712657,44.551323668,Lilac-Japanese Tree,Good,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.633712657 44.551323668)
356,-69.660292756,44.533279676,Linden-Littleleaf,Good,N/A,N/A,0,12,12,11,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.660292756 44.533279676)
108,-69.629027532,44.549521021,Linden-Littleleaf,Good,N/A,N/A,0,14,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.629027532 44.549521021)
109,-69.62902942,44.549597688,Linden-Littleleaf,Good,N/A,N/A,0,15,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.62902942 44.549597688)
181,-69.647179811,44.56404483,Linden-Littleleaf,Good,N/A,N/A,0,18,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.647179811 44.56404483)
107,-69.629058288,44.549465694,Linden-Littleleaf,Fair,N/A,N/A,0,23,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.629058288 44.549465694)
136,-69.63463146,44.545802366,Linden-Littleleaf,Poor,N/A,N/A,0,33,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.63463146 44.545802366)
138,-69.634610649,44.545613831,Linden-Littleleaf,Fair,N/A,N/A,0,33,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.634610649 44.545613831)
185,-69.648042145,44.564774399,Linden-Littleleaf,Good,N/A,N/A,0,8,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,25-250,None,4,POINT(-69.648042145 44.564774399)
151,-69.632855203,44.546218439,Locust-Black,Good,N/A,N/A,0,7,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.632855203 44.546218439)
157,-69.633379395,44.546383515,Locust-Black,Good,N/A,N/A,0,15,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.633379395 44.546383515)
162,-69.633685339,44.546473862,Locust-Black,Fair,N/A,N/A,0,16,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.633685339 44.546473862)
163,-69.633724591,44.546468351,Locust-Black,Good,N/A,N/A,0,17,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.633724591 44.546468351)
152,-69.633262204,44.546276049,Locust-Black,Good,N/A,N/A,0,19,14,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.633262204 44.546276049)
160,-69.633619435,44.546447495,Locust-Black,Good,N/A,N/A,0,19,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.633619435 44.546447495)
165,-69.633740748,44.546460659,Locust-Black,Good,N/A,N/A,0,19,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.633740748 44.546460659)
153,-69.633296408,44.546279628,Locust-Black,Good,N/A,N/A,0,23,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.633296408 44.546279628)
156,-69.633342166,44.546382775,Locust-Black,Good,N/A,N/A,0,24,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.633342166 44.546382775)
158,-69.633565447,44.54643262,Locust-Black,Good,N/A,N/A,0,24,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Fruiting/Flowering,>250,None,4,POINT(-69.633565447 44.54643262)
446,-69.661230374,44.527876985,Maple-Boxelder,Fair,N/A,N/A,0,16,7,5,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.661230374 44.527876985)
293,-69.643260114,44.534598787,Maple-Boxelder,Good,N/A,N/A,0,7,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.643260114 44.534598787)
321,-69.642562494,44.535016747,Maple-Boxelder,Fair,N/A,N/A,0,9,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.642562494 44.535016747)
287,-69.643422274,44.53455206,Maple-Boxelder,Poor,N/A,N/A,0,11,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.643422274 44.53455206)
482,-69.65999375,44.527037128,Maple-Boxelder,Poor,N/A,N/A,0,12,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.65999375 44.527037128)
289,-69.643347235,44.534548867,Maple-Boxelder,Poor,N/A,N/A,0,15,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.643347235 44.534548867)
332,-69.64272214,44.534714994,Maple-Boxelder,Poor,N/A,N/A,0,17,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.64272214 44.534714994)
330,-69.642663305,44.53472552,Maple-Boxelder,Poor,N/A,N/A,0,18,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.642663305 44.53472552)
267,-69.630710418,44.567188591,Maple-Freeman's,Good,N/A,N/A,0,14,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.630710418 44.567188591)
274,-69.63861643,44.537932618,Maple-Freeman's,Good,N/A,N/A,0,14,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.63861643 44.537932618)
266,-69.630632438,44.567162563,Maple-Freeman's,Good,N/A,N/A,0,15,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.630632438 44.567162563)
263,-69.630346499,44.567107155,Maple-Freeman's,Good,N/A,N/A,0,16,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.630346499 44.567107155)
264,-69.630457709,44.567151357,Maple-Freeman's,Fair,N/A,N/A,0,16,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.630457709 44.567151357)
275,-69.638626601,44.538004543,Maple-Freeman's,Good,N/A,N/A,0,16,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.638626601 44.538004543)
260,-69.630063942,44.567100575,Maple-Freeman's,Good,N/A,N/A,0,17,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.630063942 44.567100575)
271,-69.638895205,44.537815381,Maple-Freeman's,Good,N/A,N/A,0,17,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.638895205 44.537815381)
273,-69.638672801,44.537860539,Maple-Freeman's,Good,N/A,N/A,0,17,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.638672801 44.537860539)
276,-69.638580192,44.538057099,Maple-Freeman's,Good,N/A,N/A,0,17,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.638580192 44.538057099)
261,-69.630201576,44.567112405,Maple-Freeman's,Good,N/A,N/A,0,19,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.630201576 44.567112405)
259,-69.630019996,44.567058263,Maple-Freeman's,Good,N/A,N/A,0,22,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.630019996 44.567058263)
119,-69.633316819,44.550858947,Maple-Freeman's,Good,N/A,N/A,0,23,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.633316819 44.550858947)
133,-69.63589461,44.547620607,Maple-Norway,Good,N/A,N/A,0,4,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.63589461 44.547620607)
408,-69.661752566,44.528547292,Maple-Norway,Good,N/A,N/A,0,4,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.661752566 44.528547292)
127,-69.633902839,44.551385886,Maple-Norway,Good,N/A,N/A,0,5,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.633902839 44.551385886)
142,-69.633727642,44.545354855,Maple-Norway,Good,N/A,N/A,0,5,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.633727642 44.545354855)
154,-69.633298278,44.54628923,Maple-Norway,Good,N/A,N/A,0,5,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.633298278 44.54628923)
161,-69.63365708,44.546477882,Maple-Norway,Fair,N/A,N/A,0,5,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.63365708 44.546477882)
211,-69.6281684,44.552466904,Maple-Norway,Good,N/A,N/A,0,5,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.6281684 44.552466904)
212,-69.628190483,44.552413906,Maple-Norway,Fair,N/A,N/A,0,5,4,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.628190483 44.552413906)
437,-69.659370746,44.534139682,Maple-Norway,Good,N/A,N/A,0,5,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.659370746 44.534139682)
164,-69.633711421,44.54647356,Maple-Norway,Good,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.633711421 44.54647356)
213,-69.628205388,44.552326657,Maple-Norway,Fair,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.628205388 44.552326657)
219,-69.628208066,44.552134336,Maple-Norway,Fair,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.628208066 44.552134336)
362,-69.660381219,44.533642271,Maple-Norway,Good,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.660381219 44.533642271)
430,-69.659057314,44.534102316,Maple-Norway,Good,N/A,N/A,0,6,4,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.659057314 44.534102316)
436,-69.659394879,44.534101014,Maple-Norway,Good,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.659394879 44.534101014)
442,-69.65969233,44.534176818,Maple-Norway,Good,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.65969233 44.534176818)
517,-69.654700619,44.579430855,Maple-Norway,Good,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.654700619 44.579430855)
155,-69.633322704,44.546319527,Maple-Norway,Good,N/A,N/A,0,7,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.633322704 44.546319527)
168,-69.634225117,44.54619594,Maple-Norway,Good,N/A,N/A,0,7,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.634225117 44.54619594)
173,-69.634603116,44.545940942,Maple-Norway,Good,N/A,N/A,0,7,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.634603116 44.545940942)
217,-69.628212251,44.552153078,Maple-Norway,Good,N/A,N/A,0,7,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.628212251 44.552153078)
424,-69.658962323,44.534187631,Maple-Norway,Good,N/A,N/A,0,7,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.658962323 44.534187631)
507,-69.654740511,44.579227919,Maple-Norway,Good,N/A,N/A,0,7,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.654740511 44.579227919)
166,-69.634013906,44.546313347,Maple-Norway,Good,N/A,N/A,0,8,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.634013906 44.546313347)
172,-69.634613214,44.545961563,Maple-Norway,Good,N/A,N/A,0,8,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.634613214 44.545961563)
180,-69.646712077,44.563674084,Maple-Norway,Good,N/A,N/A,0,8,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.646712077 44.563674084)
192,-69.643090637,44.551648445,Maple-Norway,Fair,N/A,N/A,0,8,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.643090637 44.551648445)
218,-69.628178262,44.552156845,Maple-Norway,Good,N/A,N/A,0,8,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.628178262 44.552156845)
439,-69.659530309,44.53418113,Maple-Norway,Good,N/A,N/A,0,8,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.659530309 44.53418113)
170,-69.634297803,44.546169624,Maple-Norway,Poor,N/A,N/A,0,9,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.634297803 44.546169624)
216,-69.628190198,44.552181484,Maple-Norway,Fair,N/A,N/A,0,9,5,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.628190198 44.552181484)
434,-69.659112917,44.534094573,Maple-Norway,Good,N/A,N/A,0,10,9,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.659112917 44.534094573)
169,-69.634250376,44.546191889,Maple-Norway,Good,N/A,N/A,0,11,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.634250376 44.546191889)
226,-69.628208014,44.551539285,Maple-Norway,Fair,N/A,N/A,0,11,11,11,10,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.628208014 44.551539285)
396,-69.659491033,44.526986457,Maple-Norway,Good,N/A,N/A,0,11,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.659491033 44.526986457)
177,-69.64648815,44.56347963,Maple-Norway,Fair,N/A,N/A,0,13,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.64648815 44.56347963)
179,-69.646647965,44.563614554,Maple-Norway,Good,N/A,N/A,0,13,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.646647965 44.563614554)
178,-69.646579697,44.563552621,Maple-Norway,Good,N/A,N/A,0,14,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.646579697 44.563552621)
222,-69.62819165,44.552042873,Maple-Norway,Good,N/A,N/A,0,14,11,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.62819165 44.552042873)
137,-69.634704393,44.545694507,Maple-Norway,Good,N/A,N/A,0,16,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.634704393 44.545694507)
167,-69.634179413,44.546230371,Maple-Norway,Fair,N/A,N/A,0,16,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.634179413 44.546230371)
230,-69.627929489,44.5506272,Maple-Norway,Good,N/A,N/A,0,16,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.627929489 44.5506272)
139,-69.634538219,44.545531128,Maple-Norway,Good,N/A,N/A,0,18,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.634538219 44.545531128)
140,-69.634458185,44.545477291,Maple-Norway,Fair,N/A,N/A,0,18,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.634458185 44.545477291)
115,-69.633036709,44.550693479,Maple-Norway,Good,N/A,N/A,0,19,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.633036709 44.550693479)
126,-69.633901181,44.551049098,Maple-Norway,Good,N/A,N/A,0,19,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.633901181 44.551049098)
102,-69.62975644,44.549603035,Maple-Norway,Good,N/A,N/A,0,20,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.62975644 44.549603035)
141,-69.634298901,44.545337844,Maple-Norway,Fair,N/A,N/A,0,20,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.634298901 44.545337844)
125,-69.633738017,44.551023908,Maple-Norway,Good,N/A,N/A,0,24,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.633738017 44.551023908)
118,-69.633286615,44.550957838,Maple-Norway,Good,N/A,N/A,0,25,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.633286615 44.550957838)
143,-69.633323804,44.545257931,Maple-Norway,Fair,N/A,N/A,0,26,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.633323804 44.545257931)
112,-69.632767725,44.551011453,Maple-Norway,Fair,N/A,N/A,0,46,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,>250,None,4,POINT(-69.632767725 44.551011453)
284,-69.643533359,44.534542458,Maple-Norway,Good,N/A,N/A,0,4,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.643533359 44.534542458)
285,-69.643497055,44.534551491,Maple-Norway,Poor,N/A,N/A,0,4,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.643497055 44.534551491)
288,-69.643445977,44.534564754,Maple-Norway,Good,N/A,N/A,0,4,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.643445977 44.534564754)
290,-69.643381889,44.534572376,Maple-Norway,Fair,N/A,N/A,0,5,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.643381889 44.534572376)
294,-69.643206817,44.534607695,Maple-Norway,Fair,N/A,N/A,0,5,4,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.643206817 44.534607695)
298,-69.643181137,44.534581535,Maple-Norway,Good,N/A,N/A,0,5,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.643181137 44.534581535)
283,-69.643529126,44.53454964,Maple-Norway,Good,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.643529126 44.53454964)
291,-69.643348454,44.534576979,Maple-Norway,Fair,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.643348454 44.534576979)
292,-69.64328551,44.534594799,Maple-Norway,Good,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.64328551 44.534594799)
300,-69.643131652,44.53462185,Maple-Norway,Good,N/A,N/A,0,6,6,6,3,2,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.643131652 44.53462185)
313,-69.642308871,44.535315658,Maple-Norway,Good,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.642308871 44.535315658)
322,-69.642572993,44.535010756,Maple-Norway,Fair,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.642572993 44.535010756)
325,-69.642624051,44.534805868,Maple-Norway,Good,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.642624051 44.534805868)
333,-69.642723619,44.534724525,Maple-Norway,Good,N/A,N/A,0,6,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.642723619 44.534724525)
280,-69.643613383,44.534504182,Maple-Norway,Good,N/A,N/A,0,7,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.643613383 44.534504182)
334,-69.642741838,44.534680014,Maple-Norway,Good,N/A,N/A,0,7,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.642741838 44.534680014)
281,-69.643593784,44.534547605,Maple-Norway,Fair,N/A,N/A,0,8,6,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.643593784 44.534547605)
297,-69.643179757,44.534624831,Maple-Norway,Fair,N/A,N/A,0,8,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.643179757 44.534624831)
314,-69.642355591,44.53529669,Maple-Norway,Good,N/A,N/A,0,8,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.642355591 44.53529669)
327,-69.642699168,44.534753703,Maple-Norway,Fair,N/A,N/A,0,8,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.642699168 44.534753703)
295,-69.643175024,44.53464393,Maple-Norway,Good,N/A,N/A,0,9,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.643175024 44.53464393)
324,-69.642647958,44.534834385,Maple-Norway,Good,N/A,N/A,0,9,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.642647958 44.534834385)
310,-69.642302047,44.535379528,Maple-Norway,Good,N/A,N/A,0,11,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.642302047 44.535379528)
323,-69.642636455,44.534906034,Maple-Norway,Fair,N/A,N/A,0,11,11,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.642636455 44.534906034)
317,-69.642388492,44.535238681,Maple-Norway,Fair,N/A,N/A,0,12,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.642388492 44.535238681)
286,-69.643427378,44.534582637,Maple-Norway,Good,N/A,N/A,0,14,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.643427378 44.534582637)
315,-69.642398572,44.535250816,Maple-Norway,Fair,N/A,N/A,0,14,0,0,0,0,0,0,Bartlett Invent Feb 2022,N,N/A,Ornamental,25-250,None,4,POINT(-69.642398572 44.535250816)
